930	1082	0
855	1682	1
299	1476	1
630	1226	1
928	756	0
815	198	0
985	1313	0
304	1110	1
501	1737	0
653	81	0
701	1450	0
357	1389	0
571	135	0
575	749	1
370	1542	0
610	715	1
143	1389	1
37	144	0
58	309	1
858	173	0
99	1037	0
211	1247	0
666	309	0
653	690	0
498	1615	1
375	95	1
509	1165	0
110	35	0
481	1321	0
531	1615	1
812	766	0
899	1372	1
573	1635	0
329	1313	1
155	1763	0
844	1651	0
142	164	0
712	1385	0
691	506	1
693	1479	0
612	1302	0
365	1636	1
173	1475	0
643	1520	0
967	249	1
187	60	1
821	1752	1
650	1646	1
881	154	0
489	1559	0
182	40	1
755	1165	0
840	1777	0
204	1264	0
178	1554	0
669	1127	1
49	40	1
452	1046	0
771	114	0
766	1588	0
78	1564	0
117	1510	1
817	1046	0
115	249	1
230	1411	0
740	1223	1
623	1300	0
738	116	0
773	9	0
366	715	0
427	716	0
323	1475	0
626	1440	0
518	1493	1
490	64	0
993	1603	0
788	13	0
828	361	0
724	1550	1
623	1223	0
742	1407	1
126	60	1
988	1355	1
409	361	0
928	1183	0
880	198	0
861	489	0
129	1400	0
557	1466	0
700	1301	1
519	1528	0
651	1321	1
397	1649	0
999	1457	0
100	506	0
31	1403	0
604	1649	0
489	1612	0
669	1291	1
683	1389	1
693	1637	1
886	1673	0
276	1485	1
861	1127	1
626	1213	0
564	862	1
105	1718	0
907	1204	0
124	1475	0
401	1632	0
831	506	0
246	1720	1
287	1281	0
936	1074	0
914	37	1
628	13	0
622	60	1
526	464	0
396	1165	1
794	1446	0
429	1718	0
113	1493	0
76	361	0
837	527	0
654	1646	0
126	37	0
308	1	1
767	1127	0
474	1314	1
764	1564	0
389	1302	0
887	1431	0
18	12	0
95	1592	0
466	494	0
806	1200	0
153	1315	0
948	1	0
962	1697	1
801	37	1
445	1590	1
572	1407	1
543	1566	0
937	957	1
736	1615	0
378	1457	0
57	459	0
568	1665	0
842	37	0
9	733	1
152	68	1
697	1719	0
17	1302	0
497	154	1
197	1291	0
15	1403	1
946	746	1
62	1730	1
981	155	0
871	73	1
999	1635	1
54	1645	0
357	807	0
66	438	1
13	114	1
759	1205	1
973	73	1
684	109	1
949	1729	0
918	1545	0
249	127	0
422	1598	0
570	60	1
723	1379	0
334	1520	0
562	1759	0
907	885	0
908	1524	1
435	1450	0
772	1452	1
614	1600	0
14	1759	0
675	1475	1
112	1302	1
638	1326	0
941	943	0
769	1363	0
67	1537	1
546	1610	1
578	1784	0
402	1643	0
881	1540	0
443	35	0
893	144	0
88	223	0
867	1536	0
516	1649	0
769	1610	0
14	1165	0
100	1315	0
530	9	1
74	1752	0
510	1226	1
194	984	1
948	9	1
848	1039	0
807	1545	1
325	1573	1
917	1588	1
853	1655	1
923	1399	0
785	361	1
159	1777	0
89	1431	0
406	1606	0
437	1165	1
972	1142	0
762	497	1
681	1001	0
725	1576	1
426	1607	1
236	1122	0
346	109	0
291	1446	1
450	1223	0
749	782	0
103	1698	1
703	1073	0
975	1301	0
792	1409	1
707	1	1
432	1449	1
744	1046	0
626	1381	1
646	1046	1
234	60	0
841	1149	0
643	1548	1
28	1476	1
291	249	0
278	1341	0
216	73	0
942	1301	1
842	223	0
857	1389	0
853	86	1
999	1697	0
794	1763	0
42	831	1
241	1379	0
786	199	1
357	1124	0
519	1645	0
485	1744	0
127	1046	0
627	1727	0
177	1752	0
146	1580	1
910	1129	0
378	1636	1
29	1673	0
195	1321	0
636	1493	1
244	332	1
743	992	1
481	796	1
64	1784	0
632	1058	1
743	1399	0
173	1441	0
841	294	0
84	357	1
824	1575	0
911	68	0
658	1635	1
240	1165	0
694	1399	0
95	993	0
285	213	0
870	1569	0
314	1759	1
861	1752	1
647	1772	0
366	35	1
624	1649	0
166	1457	0
854	1535	0
900	1353	0
823	198	0
367	1450	0
689	1725	0
931	1729	1
191	1536	0
235	241	0
760	1568	1
761	1644	0
693	1644	1
848	338	1
707	309	0
6	1053	1
648	1226	0
766	1568	0
791	1684	0
467	1644	0
707	9	0
352	1555	1
341	1	1
373	144	0
261	1551	0
170	13	0
358	1	0
98	1503	1
269	1564	0
814	1165	1
47	1772	1
569	1564	0
162	1085	0
871	1226	0
182	37	0
616	1321	0
804	1354	0
953	1704	0
739	1529	1
684	1615	0
35	1570	0
954	1326	0
150	1321	0
287	245	0
379	1739	0
496	1431	1
348	35	0
698	1734	0
791	1676	0
686	1688	1
608	1	1
256	1718	0
905	1770	0
935	1362	1
289	1442	0
706	60	1
922	1560	0
675	1727	0
99	341	1
636	249	0
154	1735	1
124	984	1
111	315	0
500	1300	1
534	715	1
953	714	1
220	323	0
526	1171	0
191	1723	0
478	527	1
961	1354	1
929	1102	1
640	1766	0
693	1457	0
480	1569	0
893	68	0
261	1241	0
549	864	1
665	790	0
271	1165	1
223	114	1
777	1493	0
48	1666	0
556	1663	0
180	1688	0
297	1750	0
629	13	1
756	40	0
127	715	0
322	1486	1
267	1247	1
167	869	0
27	1088	0
983	127	0
625	223	0
658	1454	0
495	1129	1
64	527	1
232	1600	1
566	1772	1
741	1226	1
692	1319	0
95	324	1
625	60	0
11	1034	0
81	830	1
211	1	0
405	40	0
278	1372	1
734	875	0
932	1389	0
938	1729	1
144	1399	0
506	1451	0
134	60	0
377	1390	1
411	1338	1
969	234	0
314	127	1
835	1264	0
523	1403	0
175	37	1
827	1378	1
631	60	1
392	1604	0
391	1752	0
103	1401	0
131	84	0
748	13	0
2	37	1
384	1007	1
986	1409	0
429	1597	1
452	25	0
314	1	0
309	144	1
794	796	0
309	25	0
70	1175	0
795	1312	0
34	1665	1
714	1452	1
848	1218	1
240	1226	1
188	1673	0
937	1376	1
306	36	0
651	527	0
771	37	0
247	1759	1
824	1177	1
943	1641	1
128	1321	1
225	1441	1
605	1777	0
987	1522	1
29	1603	0
948	1046	0
449	1403	1
177	506	1
372	1241	0
926	1790	0
326	1632	1
362	733	0
708	1568	0
367	1643	0
239	1479	1
740	984	1
44	1673	1
965	1429	0
151	1387	0
263	40	0
993	1410	0
400	1403	1
13	73	1
940	1765	0
932	1493	1
893	1772	0
72	1759	1
493	1577	0
20	459	0
432	1001	1
992	1441	0
215	1680	1
25	1722	1
46	1252	1
305	249	1
70	361	0
310	1540	1
262	1302	0
62	1384	1
178	1580	1
678	548	0
587	1165	0
567	368	1
848	337	1
872	319	0
716	1649	1
332	1510	0
84	314	0
830	1363	0
843	1453	0
505	1058	1
152	73	0
227	1676	1
558	1407	0
538	715	0
988	364	1
798	1454	0
371	361	0
275	1582	0
185	1688	0
633	1569	0
60	116	1
446	1247	1
763	1309	1
730	692	0
422	1567	1
43	60	1
208	1223	0
286	327	1
519	1403	0
22	109	1
806	631	0
29	1362	0
347	201	0
264	652	1
455	316	1
78	1568	0
305	1175	0
726	1365	0
520	1649	1
349	1217	0
758	1152	1
289	1729	1
10	1087	0
930	1619	1
140	1226	1
91	249	0
372	283	0
673	223	0
383	164	0
712	1628	0
301	715	0
685	674	1
295	234	1
834	567	0
134	1759	0
68	116	1
260	807	0
46	777	0
883	1226	0
717	1412	0
544	1688	0
373	144	1
805	1217	1
582	1300	0
101	1154	0
484	1616	0
431	1217	1
196	1217	1
280	1729	0
152	60	1
852	1319	1
714	1339	0
269	1620	1
900	1353	0
750	114	0
990	1767	1
229	1321	1
789	68	0
47	259	1
538	114	1
806	1041	0
721	1678	1
708	1598	0
553	223	1
111	639	0
471	9	0
586	1477	1
105	1523	1
448	1666	1
344	1446	1
326	1569	0
246	1466	1
563	1427	1
982	73	0
214	1577	1
189	1552	1
209	1403	0
733	1471	1
358	1046	1
543	1570	0
505	114	1
250	1133	1
744	1247	1
736	1419	0
433	1538	1
968	1471	0
185	1430	0
669	1752	0
653	548	1
273	1759	1
15	1766	1
818	1763	1
453	1545	0
181	1444	1
586	1675	0
900	1406	1
469	1649	0
614	1716	0
191	1362	1
9	1124	0
623	1124	1
249	60	0
807	1610	0
864	116	1
800	527	0
813	1302	0
965	1676	0
846	527	0
779	1419	0
826	1790	0
607	1409	1
802	1403	0
198	1669	1
376	1632	0
261	1327	1
162	1230	1
176	1651	0
412	1718	1
882	73	0
43	1759	1
809	1223	1
554	1037	0
180	1407	0
27	1056	0
213	259	0
597	1305	1
634	1406	0
363	1457	0
22	1390	0
576	1643	1
733	1332	1
357	1446	0
56	1291	1
276	1387	1
960	1604	0
662	127	0
564	697	0
29	1553	0
954	992	0
335	10	0
454	13	0
222	1617	0
883	1058	0
888	715	0
239	1646	1
377	527	0
225	1390	0
83	35	1
160	1363	1
47	35	1
232	1519	0
477	1637	1
289	1569	1
479	25	0
144	733	0
354	198	1
364	1569	1
5	1453	1
453	1789	1
258	127	0
189	1734	1
671	1716	0
325	1623	0
585	1421	0
556	1724	1
539	992	1
363	1644	1
998	1569	0
290	1724	0
866	1457	0
752	141	0
162	640	1
248	259	1
965	1607	0
899	1606	1
661	1165	0
676	35	0
421	1046	1
537	1403	1
695	1513	1
708	1597	0
556	1623	1
682	1675	1
407	1559	0
699	1569	0
489	1594	0
263	1058	1
291	1300	0
571	1404	0
536	1124	0
559	1510	0
649	1682	0
489	1553	0
133	1434	0
732	1412	1
622	309	0
776	60	0
156	1557	0
735	411	0
120	1185	0
590	1396	0
344	1615	1
586	1353	1
385	1669	0
439	1314	0
54	1532	1
955	40	0
14	13	0
760	1708	1
