1428	260	1
1428	1670	0
1428	719	0
1428	1668	1
1428	191	0
1428	720	0
1428	1355	0
1428	935	0
1428	1404	1
1428	1594	0
1428	1708	1
1428	1254	0
1428	1548	0
1428	1409	0
1428	1003	1
1428	1197	0
1428	830	0
1428	1140	1
1428	1735	0
1428	863	0
1428	550	1
1428	968	0
1428	1655	0
1428	607	1
1428	1132	1
1428	644	0
1428	1396	0
1428	110	1
1428	1005	0
1428	760	0
1428	1295	0
1428	1209	1
1428	36	0
1428	286	0
1428	247	1
1428	1403	0
1428	97	1
1428	208	0
1428	1560	0
1428	1523	1
1428	666	0
1428	1311	0
1428	1744	0
1428	590	0
1428	309	1
1428	569	1
1428	977	0
1428	1761	0
1428	1438	0
1428	662	0
1428	1417	1
1428	440	1
1428	123	0
1428	496	0
1428	1521	1
1428	1599	0
1428	1634	0
1428	1641	0
1428	1214	0
1428	649	1
1428	302	1
1428	784	0
1428	418	0
1428	742	1
1428	595	0
1428	483	0
1428	633	1
1428	1475	0
1428	968	0
1428	1574	0
1428	1024	1
1428	162	0
1428	681	1
1428	842	0
1428	473	0
1428	468	0
1428	128	1
1428	1672	0
1428	713	1
1428	60	0
1428	1108	0
1428	768	0
1428	1441	0
1428	757	1
1428	1464	1
1428	351	0
1428	1211	0
1428	175	0
1428	16	0
1428	827	0
1428	1482	0
1428	336	0
1428	364	0
1428	733	1
1428	726	0
1428	337	0
1428	1791	0
1428	906	0
1428	1365	0
1428	1591	0
1428	287	1
1428	1587	0
1428	304	0
1428	213	0
1428	282	0
1428	911	0
1428	1233	0
1428	1732	0
1428	383	0
1428	1509	1
1428	845	0
1428	1663	0
1428	1594	1
1428	978	0
1428	1223	0
1428	1402	1
1428	1102	0
1428	728	1
1428	460	0
1428	986	0
1428	1	1
1428	1267	0
1428	479	0
1428	727	1
1428	1646	0
1428	1448	0
1428	187	1
1428	225	0
1428	931	0
1428	186	1
1428	363	0
1428	425	0
1428	45	0
1428	1460	0
1428	1292	0
1428	743	0
1428	1681	0
1428	913	0
1428	1464	0
1428	1242	0
1428	1531	0
1428	1726	0
1428	1530	0
1428	655	0
1428	51	0
1428	872	1
1428	214	0
1428	1513	0
1428	912	0
1428	311	0
1428	295	0
1428	1051	0
1428	1361	0
1428	1212	0
1428	55	1
1428	319	0
1428	140	0
1428	632	0
1428	1227	0
1428	1379	0
1428	390	0
1428	140	0
1428	1092	1
1428	693	0
1428	1455	0
1428	635	0
1428	1476	0
1428	1234	0
1428	719	0
1428	1523	1
1428	1793	0
1428	1244	1
1428	1468	0
1428	625	0
1428	596	0
1428	583	0
1428	340	0
1428	602	0
1428	622	1
1428	1507	0
1428	387	0
1428	541	1
1428	1585	0
1428	888	1
1428	143	0
1428	726	0
1428	139	0
1428	1153	1
1428	1103	0
1428	379	1
1428	1110	0
1428	79	0
1428	1787	0
1428	1235	0
1428	927	0
1428	788	0
1428	1335	1
1428	148	0
1428	780	0
1428	1230	0
1428	1276	0
1428	911	0
1428	359	1
1428	1650	0
1428	405	0
1428	1425	0
1428	224	0
1428	1213	0
1428	1288	1
1428	1695	0
1428	365	0
1428	1648	1
1428	36	0
1428	355	1
1428	236	0
1428	545	0
1428	59	0
1428	503	0
1428	569	0
1428	1232	0
1428	1642	0
1428	1087	0
